20              0       -5.52345         5.3886       -17.0863       -6.73135        -8.1029       -3.89518        48.2099       -4.55142       -26.2124        70.9973
110              0              0              0              0              0              0              0              0              0              0              0
1010              0              0              0              0              0              0              0              0              0              0              0
10010              0              0              0              0              0              0              0              0              0              0              0
100010              0              0              0              0              0              0              0              0              0              0              0
