0.25         1.0625        1.06858        66.0836       0.929407
0.5          0.625       0.625431        37.0997       0.900537
0.75       0.520833       0.520779        30.3335       0.879126
1            0.5       0.500052        29.0797       0.860561
1.25         0.5125       0.512757        29.8533       0.844651
1.5       0.541667       0.542281        31.6347        0.83004
1.75       0.580357       0.581696        34.0027       0.817253
2          0.625       0.629585        36.8388       0.804684
2.25       0.673611       0.676152        39.6482        0.79338
2.5          0.725       0.723434        42.3723       0.782175
